project_id,offer_created_at,first_signed_at,country,energy_demand_wh,energy_price_per_wh,energy_price_increase,load_profile,has_ev,has_solar,has_storage,has_wallbox,heating_existing_electricity_demand_kwh,house_size_sqm,total_estimated_demand_kwh,option_id,total_pv_kwp,total_inverter_kw,total_battery_kwh
5e9fb7bf733c6954,2024-07-18 12:23:01.017000,2024-07-21 09:11:24.276000,Germany,8000000.0,0.00033,0.03,H0,0,0,0,0,0.0,150.0,8000.0,fecf0a2630cdf7ab,0.0,0.0,7.0
f481472d61fff49d,2024-07-19 15:25:22.691000,2024-07-21 15:22:08.487000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,acfe811407022550,0.0,0.0,5.0
d97cc6bb175e0472,2024-07-19 08:19:03.816000,2024-07-25 19:41:18.888000,Germany,4200000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4200.0,35d8b5f84a600cb2,0.0,0.0,10.0
8e76194bdac599fe,2024-07-24 11:48:59.027000,2024-07-26 14:10:40.076000,Germany,6000000.0,0.00033,0.03,H0,0,0,0,0,0.0,150.0,6000.0,2a13b004f96400b9,0.0,0.0,5.0
6aa418c7a90f4cd8,2024-07-24 07:25:21.400000,2024-07-26 15:19:49.967000,Germany,5000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,5000.0,db508be63d65c05e,0.0,0.0,5.0
0361e1d56af2b604,2024-07-18 07:36:08.171000,2024-07-27 13:23:34.749000,Germany,4500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4500.0,aeeb92967681ad23,0.0,0.0,10.0
ccb16b8c9b1b5eac,2024-07-16 07:12:02.788000,2024-07-30 13:03:27.747000,Germany,3500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3500.0,3a7da7adb1d31ac9,0.0,0.0,5.0
e6a67d9c5a56ef22,2024-07-29 11:47:35.855000,2024-07-31 10:15:29.357000,Germany,10000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,10000.0,1c0d3e0707f1e43b,0.0,0.0,10.0
ad726d9b0db56686,2024-07-31 15:09:27.832000,2024-07-31 19:23:44.698000,Germany,10000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,10000.0,1730a185b026dfd6,0.0,0.0,10.0
c4b55b1e8ab0301b,2024-07-31 15:11:00.514000,2024-07-31 20:28:58.429000,Germany,5000000.0,0.00037,0.05,H0,0,0,0,0,0.0,150.0,5000.0,03cda8f0a431c2ff,0.0,0.0,3.5
9f80f01f992003c1,2024-07-31 12:27:06.881000,2024-08-03 17:21:39.224000,Germany,3000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3000.0,3043a73eb3fcd6ea,0.0,0.0,5.0
4e411b63d40be311,2024-07-31 14:52:20.027000,2024-08-05 09:47:05.226000,Germany,5500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,5500.0,ea32a40262688143,0.0,0.0,5.0
d68526ab11fb58bb,2024-08-07 06:30:57.634000,2024-08-07 12:02:48.488000,Germany,4500000.0,0.0003,0.03,H0,0,0,0,0,0.0,150.0,4500.0,54b2a7098c1fa297,0.0,0.0,3.5
0165919d81dfd77e,2024-08-07 09:15:32.762000,2024-08-08 09:06:49.517000,Germany,10000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,10000.0,368000be9d70d186,0.0,0.0,15.0
6b69269818a44f72,2024-08-07 16:29:08.936000,2024-08-09 08:59:51.763000,Germany,2500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,2500.0,8ebee10deaeca19c,0.0,0.0,7.0
28121a98bdd40e7b,2024-06-24 10:00:28.571000,2024-08-09 10:09:18.846000,Germany,4000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4000.0,0c744cfec2d5c51c,0.0,0.0,10.0
329596b9ed1da40a,2024-08-09 06:25:22.900000,2024-08-12 05:52:41.935000,Germany,4000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4000.0,f554d78352db7a77,0.0,0.0,5.0
3c3ffe11abeb1fad,2024-07-17 13:19:37.227000,2024-08-12 17:55:35.266000,Germany,5000000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,5000.0,82e292f70057a372,0.0,0.0,7.0
bd5e46c2aba3a933,2024-08-11 14:43:49.062000,2024-08-13 16:49:41.427000,Germany,3500000.0,0.00037,0.04,H0,0,0,0,0,0.0,150.0,3500.0,4d9669fd062238f6,0.0,0.0,5.0
f5a3211ec9a3be36,2024-06-17 09:33:09.359000,2024-08-14 11:30:40.900000,Germany,4500000.0,0.00032,0.03,H0,1,1,1,0,0.0,150.0,7000.0,dc98a67b9d5c4754,0.0,0.0,7.0
80e96fa2400ca38f,2024-06-26 08:15:15.135000,2024-08-14 16:12:37.067000,Germany,5000000.0,0.00034,0.05,H0,0,0,0,0,0.0,150.0,5000.0,1431aae0da7defd7,0.0,0.0,5.0
158e6bfab9322fe5,2024-07-11 07:33:21.196000,2024-08-15 09:54:26.419000,Germany,3000000.0,0.00033,0.03,H0,0,0,0,0,0.0,150.0,3000.0,2b4dbbfaf03f4f4a,0.0,0.0,5.0
0a371bc4c3cc7fc5,2024-07-29 13:07:03.536000,2024-08-15 16:02:17.597000,Germany,2600000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,2600.0,cbb2c3f4b9c83d98,0.0,0.0,5.0
7c1cf796f34a1eed,2024-08-13 05:20:36.875000,2024-08-16 15:29:41.429000,Germany,2500000.0,0.00034,0.04,H0,0,0,0,0,0.0,150.0,2500.0,c13239798efdafa9,0.0,0.0,7.0
f8d53a6d7fbb3bdd,2024-07-19 08:03:27.316000,2024-08-16 20:34:12.931000,Germany,6000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,6000.0,8872fb5e65ae6a50,0.0,0.0,7.0
48aa1f761822769f,2024-08-16 13:32:38.188000,2024-08-19 12:22:46.134000,Germany,6000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,6000.0,151c2506e8a44b46,0.0,0.0,7.0
9e16520f07616ff7,2024-06-28 07:03:15.979000,2024-08-20 05:52:01.090000,Germany,7000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,7000.0,649ad775223ae0b6,0.0,0.0,10.0
ab35593db2c9733c,2024-08-15 09:25:13.383000,2024-08-20 13:54:09.654000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,0b5c6ff0df2e144d,0.0,0.0,10.0
05a464172aae5a20,2024-08-23 07:36:52.449000,2024-08-23 08:45:09.604000,Germany,4500000.0,0.00045,0.03,H0,1,0,0,0,0.0,150.0,7000.0,186650369b1ee000,0.0,0.0,10.0
dba7fd6a7621f29a,2024-08-07 10:22:55.509000,2024-08-23 13:22:50.610000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,6f077a127e932230,0.0,0.0,5.0
6dab2f02567549b6,2024-07-29 09:28:46.203000,2024-08-24 16:05:38.172000,Germany,7000000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,7000.0,e90e321bc79d90e4,0.0,0.0,10.0
1424f321e6932bb5,2024-07-16 12:21:38.862000,2024-08-27 07:28:03.157000,Germany,8000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,8000.0,0aec6630702776b1,0.0,0.0,10.0
3fcdc4dc465a185c,2024-08-01 06:21:03.326000,2024-08-28 06:22:41.298000,Germany,3000000.0,0.0003,0.03,H0,0,0,0,0,0.0,150.0,3000.0,b5bf108af3011f90,0.0,0.0,7.0
cd95bca9a58bd8b7,2024-08-28 07:26:51.985000,2024-08-28 15:29:08.655000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,8b5b39f5281ae845,0.0,0.0,3.5
608f113bc7a5389f,2024-08-06 14:28:58.153000,2024-08-30 09:47:09.851000,Germany,7000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,7000.0,fe08b8fb9b0d7419,0.0,0.0,9.2
ec0d7be788526427,2024-08-21 07:23:13.106000,2024-08-30 14:04:07.894000,Germany,9000000.0,0.00029,0.04,H0,0,0,0,0,0.0,150.0,9000.0,1410738a7dee8142,0.0,0.0,10.0
2783b5604b60ff8f,2024-08-20 04:06:34.008000,2024-08-30 15:11:50.464000,Germany,7800000.0,0.0003,0.05,H0,0,0,0,0,0.0,150.0,7800.0,8a2256c095f5ff23,0.0,0.0,7.0
1a9409314d6842d5,2024-07-17 13:23:50.085000,2024-09-02 15:43:35.771000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,27faf2cb11af13c2,0.0,0.0,5.0
a2740cc42974b31e,2024-09-02 11:33:20.336000,2024-09-02 16:39:43.928000,Germany,2600000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,2600.0,77bffef93c80e069,0.0,0.0,5.0
47fa87dce27b50ba,2024-07-30 12:38:14.454000,2024-09-02 20:29:43.038000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,dd603ad8d1512bd9,0.0,0.0,10.0
2fe4d09deb1b1e05,2024-09-02 10:58:04.224000,2024-09-03 10:19:32.480000,Germany,6500000.0,0.00038,0.03,H0,0,0,0,0,0.0,150.0,6500.0,7bf6a903ee89438e,0.0,0.0,10.0
b401f673af52cd45,2024-08-20 09:30:15.350000,2024-09-04 12:30:15.190000,Germany,2500000.0,0.00035,0.03,H0,0,0,0,0,0.0,150.0,2500.0,90a7b832f1676cd7,0.0,0.0,4.6
a4652c2598211d65,2024-09-03 09:37:13.905000,2024-09-04 13:57:10.006000,Germany,7000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,7000.0,8c837ce5bf758f5b,0.0,0.0,5.0
ebd7b8168d9c1855,2024-08-20 11:07:21.283000,2024-09-05 07:31:40.144000,Germany,4000000.0,0.00035,0.03,H0,0,0,0,0,0.0,150.0,4000.0,f2238fbd81ada5e0,0.0,0.0,4.6
38f2a702f9ca6400,2024-08-21 07:54:53.016000,2024-09-05 12:24:34.879000,Germany,2500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,2500.0,8b7d8f481e344fcc,0.0,0.0,7.0
2c45403d05cea4f9,2024-08-28 13:16:58.716000,2024-09-05 12:42:22.491000,Germany,3500000.0,0.00033,0.03,H0,0,0,0,0,0.0,150.0,3500.0,746442b180b34d41,0.0,0.0,5.0
43925158b5d8e6fd,2024-08-27 06:16:52.588000,2024-09-06 07:15:58.928000,Germany,5000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,5000.0,41830bb11bd97ea4,0.0,0.0,10.0
532debcc6e2ef53a,2024-08-08 13:24:50.049000,2024-09-06 14:06:50.904000,Germany,5600000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,5600.0,930c6d3875f9800f,0.0,0.0,10.0
a239d74a719f97fe,2024-08-14 08:48:26.953000,2024-09-06 18:19:57.004000,Germany,7500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,7500.0,dc4ceedf4e5de255,0.0,0.0,10.0
4ef28ad1139ee511,2024-09-09 13:34:02.212000,2024-09-10 09:05:12.582000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,4be2abad61edb4b7,0.0,0.0,5.0
d60c77025e91576d,2024-09-06 16:01:30.356000,2024-09-10 13:58:27.438000,Germany,5000000.0,0.00034,0.04,PartTimeOnePerson,0,0,0,0,0.0,150.0,5000.0,b3cb190aa6ecea96,0.0,0.0,10.0
dc2915cf7eb1950a,2024-09-10 12:44:56.488000,2024-09-10 19:28:43.162000,Germany,4000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4000.0,1309124b1d3a665e,0.0,0.0,5.0
700e8256ce8ddbdf,2024-09-09 14:04:08.774000,2024-09-11 00:00:00,Germany,5000000.0,0.00034,0.05,FamilyOfFour,0,0,0,0,0.0,150.0,5000.0,b50b696135f75ccc,0.0,0.0,10.0
4911db5796f9857b,2024-08-05 15:10:59.335000,2024-09-12 08:31:04.190000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,bad59702592c9a08,0.0,0.0,10.0
844f7ceee96980fa,2024-08-27 11:50:04.875000,2024-09-12 13:50:58.582000,Germany,4500000.0,0.00029,0.03,HomeOfficeOnePerson,0,0,0,0,0.0,150.0,4500.0,f853d34998ff2eef,0.0,0.0,5.0
9958f1bd9d9d126c,2024-08-28 09:12:14.804000,2024-09-12 15:49:35.537000,Germany,2500000.0,0.0004,0.03,H0,0,0,0,0,0.0,150.0,2500.0,04fbbf201d47572e,0.0,0.0,5.0
f6f95bc34bc29a78,2024-08-09 14:14:28.069000,2024-09-12 15:54:16.945000,Germany,5000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,5000.0,83b418e23197c0b6,0.0,0.0,10.0
38df8cd6247972f5,2024-09-06 07:34:05.393000,2024-09-13 00:00:00,Germany,6000000.0,0.0003,0.03,H0,0,0,0,0,0.0,150.0,6000.0,1ad81d11286280c9,0.0,0.0,5.0
61b9106bf5e12e63,2024-09-05 06:42:27.486000,2024-09-13 07:41:13.967000,Germany,5000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,5000.0,14d7c49ce26b0b9a,0.0,0.0,7.0
840916dde4b37796,2024-08-28 09:17:25.335000,2024-09-16 06:10:46.058000,Germany,4500000.0,0.0003,0.03,H0,0,0,0,0,0.0,150.0,4500.0,3049bc1493d63cf9,0.0,0.0,10.0
aab8a2050784cae9,2024-09-02 12:12:45.095000,2024-09-16 10:26:45.472000,Germany,3000000.0,0.00027,0.03,H0,0,0,0,0,0.0,150.0,3000.0,2f5832948a0c743f,0.0,0.0,5.0
fec7d99658488cbd,2024-09-11 06:37:29.068000,2024-09-16 11:05:35.867000,Germany,4300000.0,0.00027,0.03,H0,0,0,0,0,0.0,150.0,4300.0,73c600b087534c9e,0.0,0.0,5.0
0805530c7851a1a7,2024-08-29 04:52:28.853000,2024-09-16 11:17:49.939000,Germany,5500000.0,0.00034,0.04,FullTimeOnePerson,0,0,0,0,0.0,150.0,5500.0,86c53da2ebe2a9cb,0.0,0.0,14.0
70532a00a5f0c621,2024-09-03 11:39:50.675000,2024-09-16 16:41:51.466000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,d245310ad0c8745b,0.0,0.0,7.0
4607ba4fc4e6a035,2024-09-12 06:26:54.689000,2024-09-16 18:45:28.907000,Germany,6000000.0,0.00035,0.03,HomeOfficeOnePerson,0,0,0,0,0.0,150.0,6000.0,c9d502075e84fe81,0.0,0.0,10.0
fc932d183de7fbbf,2024-09-16 11:43:09.531000,2024-09-17 12:29:40.529000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,ccb042b99ac99ae1,0.0,0.0,5.0
b59bd1026b1af7ef,2024-09-12 11:39:12.949000,2024-09-17 14:24:33.422000,Germany,12000000.0,0.00031,0.04,FullTimeOnePerson,1,0,0,0,0.0,150.0,14500.0,7b6f2d66d06445c1,0.0,0.0,21.0
70df38fb7103d3b7,2024-09-11 07:06:25.970000,2024-09-18 13:45:55.214000,Germany,5000000.0,0.0003,0.03,H0,0,1,0,1,0.0,150.0,5000.0,0a4cfdbfb5537670,0.0,0.0,7.0
1ee69e93d966e330,2024-08-27 07:41:54.817000,2024-09-19 17:48:48.755000,Germany,4000000.0,0.00033,0.03,H0,0,0,0,0,0.0,150.0,4000.0,f7b3121dab54906d,0.0,0.0,5.0
297a8de6d8e86252,2024-09-16 13:41:41.068000,2024-09-19 18:57:28.205000,Germany,4000000.0,0.00035,0.03,H0,0,0,0,0,0.0,150.0,4000.0,05b38e5566ad4104,0.0,0.0,5.0
a767678424d8a936,2024-08-20 12:51:33.791000,2024-09-22 08:56:29.277000,Germany,4500000.0,0.00033,0.03,H0,0,0,0,0,0.0,150.0,4500.0,77ffa301eeafe208,0.0,0.0,5.0
2d77bc1715be7430,2024-09-16 07:22:07.676000,2024-09-22 18:12:59.816000,Germany,4000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4000.0,9edb198aab3d6f40,0.0,0.0,7.0
1ca5df77451f7cd3,2024-08-26 09:16:22.062000,2024-09-23 14:36:47.669000,Germany,2500000.0,0.00033,0.03,H0,0,0,0,0,0.0,150.0,2500.0,4a20b71889051b02,0.0,0.0,5.0
f905007f744b85d8,2024-09-06 12:05:38.033000,2024-09-24 11:53:20.499000,Germany,5000000.0,0.00038,0.03,H0,0,0,0,0,0.0,150.0,5000.0,10df858e3e25e04b,0.0,0.0,5.0
9f6c1708a7554d39,2024-08-09 12:32:14.373000,2024-09-25 04:36:09.436000,Germany,2500000.0,0.00038,0.03,H0,0,0,0,0,0.0,150.0,2500.0,2db65f9764599cb0,0.0,0.0,3.5
74e9befc6fed76dc,2024-08-27 09:14:34.474000,2024-09-25 12:35:01.642000,Germany,6000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,6000.0,8e897da8329d3b8d,0.0,0.0,7.0
5c77a0904bc94a8e,2024-08-30 13:17:22.498000,2024-09-26 09:08:31.235000,Germany,3800000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3800.0,9bbb8dc0d85f3d2e,0.0,0.0,7.0
386e8798b6b65316,2024-09-14 14:49:48.408000,2024-09-26 09:19:31.918000,Germany,5000000.0,0.00032,0.04,FamilyOfFour,0,0,0,0,0.0,150.0,5000.0,086fe17ed7ea4564,0.0,0.0,13.8
6207aa894c14e589,2024-09-14 15:23:01.883000,2024-09-26 09:38:08.918000,Germany,3600000.0,0.00032,0.04,HomeOfficeOnePerson,0,0,0,0,0.0,150.0,3600.0,0bee25d41d2a0726,0.0,0.0,5.0
4140f62efc9c7ee3,2024-09-06 10:52:18.195000,2024-09-26 10:24:25.676000,Germany,8000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,8000.0,47ef1c5692d7e0dc,0.0,0.0,10.0
1898f7041b656d38,2024-08-07 11:37:06.908000,2024-09-29 11:42:04.888000,Germany,3500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3500.0,65909923f62719f1,0.0,0.0,5.0
6d105243a749cb00,2024-09-17 12:17:37.512000,2024-09-30 08:48:29.860000,Germany,8500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,8500.0,2c8e67a99e3f3837,0.0,0.0,5.0
f41dee20224675bc,2024-08-01 07:15:31.215000,2024-09-30 10:28:11.152000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,aab3f6a72af2b83b,0.0,0.0,10.0
a529f16635bb5ed2,2024-09-27 14:05:22.792000,2024-09-30 17:14:26.647000,Germany,5000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,5000.0,ffbc8fd92e4257c6,0.0,0.0,7.0
87d7b9681dcdbc61,2024-09-18 12:22:07.308000,2024-10-01 09:23:32.925000,Germany,3000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3000.0,5db2fdf25ef6a724,0.0,0.0,7.0
eddf2e3efbd773ea,2024-09-11 13:28:08.811000,2024-10-01 17:46:42.528000,Germany,4000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4000.0,04eb2f43bf51f7b6,0.0,0.0,7.0
85461f0cf265003b,2024-09-27 09:33:59.127000,2024-10-02 08:11:41.607000,Germany,5000000.0,0.00035,0.03,H0,0,0,0,0,0.0,150.0,5000.0,963cdcc89f1727f9,0.0,0.0,5.0
6678ce2296d52dc0,2024-10-02 14:33:24.521000,2024-10-05 10:46:26.618000,Germany,2700000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,2700.0,4ce353af58425706,0.0,0.0,10.0
d79657d35370712a,2024-09-23 06:55:32.885000,2024-10-08 18:24:20.134000,Germany,3500000.0,0.00045,0.03,FamilyOfFour,0,0,0,0,0.0,150.0,3500.0,bc86ae9a29675ff0,0.0,0.0,3.5
e0726173bc16e972,2024-08-23 06:11:13.884000,2024-10-09 06:51:28.680000,Germany,5000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,5000.0,66cdba0c5dabb8a0,0.0,0.0,7.0
77df6feea25934d4,2024-10-04 06:40:16.459000,2024-10-09 15:17:23.549000,Germany,3600000.0,0.00033,0.03,H0,0,0,0,0,0.0,150.0,3600.0,7f0e076fb47d0173,0.0,0.0,5.0
e3f7e8a1fbb0a26c,2024-10-07 10:22:47.381000,2024-10-11 05:32:50.114000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,50d50aa6b12ce3e7,0.0,0.0,5.0
0e05534523807231,2024-08-21 06:53:00.162000,2024-10-11 10:42:54.895000,Germany,2500000.0,0.0004,0.03,H0,0,0,0,0,0.0,150.0,2500.0,a0269bdf67daffc4,0.0,0.0,5.0
852018d072d91052,2024-09-20 10:59:09.738000,2024-10-11 12:57:05.227000,Germany,4500000.0,0.00035,0.03,FamilyOfFour,0,0,0,0,0.0,150.0,4500.0,ab4bc582c134a2a2,0.0,0.0,5.0
d980e6361a4a6733,2024-09-12 07:04:40.542000,2024-10-14 10:06:54.518000,Germany,4500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4500.0,855f6e8e2bfc4b84,0.0,0.0,7.0
9291be0f6583d7cd,2024-10-14 06:19:42.070000,2024-10-15 12:18:32.544000,Germany,10000000.0,0.00035,0.03,H0,0,0,0,0,0.0,150.0,10000.0,357ad8a7ee45f0ac,0.0,0.0,10.0
4733aeaf7fc51d77,2024-09-06 08:46:42.805000,2024-10-15 14:02:35.100000,Germany,12000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,12000.0,86bb3277ee7c35a0,0.0,0.0,21.0
5696828c6b8b3bd1,2024-09-20 09:01:14.018000,2024-10-15 15:41:22.743000,Germany,3200000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3200.0,789e3042951145a8,0.0,0.0,7.0
3da95ed701493e6b,2024-09-09 08:58:58.572000,2024-10-15 20:16:51.598000,Germany,1600000.0,0.00034,0.04,H0,0,0,0,0,0.0,150.0,1600.0,7bb1a03a27020700,0.0,0.0,7.0
b7f15e87c56a5144,2024-10-11 11:03:00.388000,2024-10-16 09:06:32.892000,Germany,4000000.0,0.00035,0.03,H0,0,0,0,0,0.0,150.0,4000.0,0b3861f2d7d0f0ff,0.0,0.0,7.0
0b55c0052e21f30d,2024-08-26 14:08:42.877000,2024-10-16 20:09:27.870000,Germany,4500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4500.0,1f331850625f3ca4,0.0,0.0,5.0
9b4fb423e1542d6f,2024-10-07 10:26:30.810000,2024-10-17 05:17:58.364000,Germany,3500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3500.0,7b4eec325b543f2d,0.0,0.0,7.0
fba857d83c70b856,2024-09-30 07:05:00.457000,2024-10-17 05:30:39.826000,Germany,7000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,7000.0,484324f97ff5a328,0.0,0.0,7.0
4b357ffc20dc5b82,2024-10-14 11:15:02.951000,2024-10-17 12:46:57.855000,Germany,2875000.0,0.00032,0.04,HomeOfficeOnePerson,0,0,0,0,0.0,150.0,2875.0,77d3897c6cd997e0,0.0,0.0,7.0
3357bec178a91d51,2024-09-23 09:33:40.580000,2024-10-17 13:00:32.164000,Germany,5200000.0,0.0003,0.03,H0,0,0,0,0,0.0,150.0,5200.0,bc9d44095dcba204,0.0,0.0,5.0
1398c19832c0de32,2024-10-17 14:34:32.765000,2024-10-17 14:57:40.351000,Germany,4000000.0,0.00035,0.03,H0,0,0,0,0,0.0,150.0,4000.0,d66442c1549ac343,0.0,0.0,7.0
10db64c2eb038cf7,2024-10-17 07:47:14.803000,2024-10-18 06:38:48.340000,Germany,3000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3000.0,27f700210503cf67,0.0,0.0,10.0
dabbc2ce35a446ce,2024-08-07 12:10:58.547000,2024-10-18 09:55:51.994000,Germany,3200000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3200.0,a46c7a8c6288b4fe,0.0,0.0,5.0
347cc86d0fa2fd69,2024-10-02 12:35:45.799000,2024-10-18 12:08:04.322000,Germany,3000000.0,0.0003,0.03,H0,0,0,0,0,0.0,150.0,3000.0,8e52511bfbe76a79,0.0,0.0,7.0
25c8ec111130a3b1,2024-09-20 09:05:04.135000,2024-10-21 06:34:58.693000,Germany,4500000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,4500.0,a1f3d9220475e6fd,0.0,0.0,10.0
176ea627fd5deaf3,2024-07-03 11:31:43.757000,2024-10-21 10:05:45.111000,Germany,8000000.0,0.00045,0.03,H0,0,0,0,0,0.0,150.0,8000.0,02d52d870fe82896,0.0,0.0,10.0
264d04493c88254b,2024-07-25 12:01:21.190000,2024-10-21 13:33:57.974000,Germany,4000000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,4000.0,484c8cbbbfdf8b7d,0.0,0.0,7.0
439682693bc07127,2024-09-18 05:58:16.994000,2024-10-21 16:10:56.888000,Germany,3500000.0,0.00032,0.03,H0,0,0,0,0,0.0,150.0,3500.0,e76ed30188ebd2be,0.0,0.0,10.0
